               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.018525,           0.0045461,                   0,             0.99705,                0.96,             0.98726,             0.54701,             0.02711,            0.003633,                   0,           0.0020305,           0.0020305,           0.0020305
                 163,            0.018764,           0.0037799,                   0,             0.99688,                0.96,              0.9853,             0.54963,            0.026989,           0.0036349,                   0,            0.001981,            0.001981,            0.001981
                 164,            0.018015,           0.0044895,                   0,              0.9965,                0.96,             0.97541,             0.53896,            0.028111,           0.0036855,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,            0.017921,           0.0037382,                   0,             0.99642,                0.96,             0.96971,             0.52392,            0.028405,            0.003736,                   0,            0.001882,            0.001882,            0.001882
                 166,            0.018055,           0.0043172,                   0,             0.99658,                0.96,             0.97461,             0.55082,            0.027265,            0.003705,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.018851,           0.0043727,                   0,             0.99641,                0.96,             0.97254,             0.54577,            0.027475,           0.0037355,                   0,            0.001783,            0.001783,            0.001783
                 168,            0.017752,           0.0040928,                   0,             0.99641,                0.96,             0.98203,              0.5491,            0.028091,            0.003706,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.018421,           0.0042652,                   0,             0.99648,                0.96,             0.99204,             0.55036,            0.028367,           0.0036654,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.018964,           0.0044802,                   0,             0.99679,                0.96,             0.99204,             0.55675,            0.028425,           0.0036607,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.017974,           0.0043289,                   0,             0.99721,                0.96,             0.99204,             0.56062,            0.028069,            0.003633,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.018389,           0.0045225,                   0,             0.99721,                0.96,             0.99204,             0.55715,            0.028327,           0.0035915,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.018345,           0.0043193,                   0,             0.99629,                0.96,             0.98948,             0.57626,            0.027834,           0.0036054,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.017607,            0.004287,                   0,              0.9952,                0.96,             0.98726,             0.55988,            0.027503,           0.0036359,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.016654,           0.0041471,                   0,             0.99517,                0.96,              0.9853,             0.56206,            0.027294,           0.0036287,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.018538,           0.0040682,                   0,             0.99511,                0.96,             0.98203,             0.55384,            0.027757,            0.003644,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.017428,           0.0038742,                   0,             0.99538,                0.96,             0.97826,             0.54971,            0.027945,           0.0036893,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.017667,           0.0042385,                   0,             0.99589,                0.96,             0.98132,             0.56296,            0.027947,           0.0036616,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.018126,           0.0044542,                   0,             0.99574,                0.96,             0.97541,             0.54202,            0.027346,           0.0036659,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.017932,           0.0040658,                   0,             0.99573,                0.96,             0.97541,             0.53886,             0.02776,           0.0036554,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.016278,           0.0044223,                   0,             0.99557,                0.96,             0.97286,             0.52207,            0.027511,           0.0036712,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.017222,           0.0043474,                   0,              0.9958,                0.96,             0.97038,             0.53966,            0.027669,           0.0036912,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.016055,           0.0039357,                   0,              0.9959,                0.96,             0.96705,             0.54926,            0.027814,           0.0037217,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.017428,           0.0040629,                   0,             0.99619,                0.96,             0.97062,             0.55532,            0.028018,           0.0037227,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.018388,           0.0042462,                   0,             0.99662,                0.96,             0.97318,               0.548,            0.027082,            0.003727,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.016594,           0.0035775,                   0,             0.99666,                0.96,             0.97352,             0.52788,            0.027829,           0.0037479,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.016393,           0.0036678,                   0,             0.99643,                0.96,             0.97583,              0.5283,            0.028725,           0.0037522,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.016573,           0.0037348,                   0,             0.99649,                0.96,             0.97423,             0.53401,            0.028242,           0.0037584,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.016366,            0.003877,                   0,             0.99667,                0.96,             0.97318,             0.52525,             0.02882,           0.0037751,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.015586,           0.0036168,                   0,             0.99679,                0.96,             0.97387,             0.52757,             0.02897,           0.0037794,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.015265,           0.0039105,                   0,             0.99704,                0.96,             0.97087,             0.52726,            0.028817,           0.0037928,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.017002,           0.0044735,                   0,             0.99712,                0.96,             0.97062,             0.51809,            0.028398,           0.0037885,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.015541,           0.0038016,                   0,             0.99707,                0.96,             0.97286,             0.52149,            0.027977,           0.0037689,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.016346,           0.0038633,                   0,             0.99709,                0.96,             0.97423,             0.53919,             0.02765,           0.0037484,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.016439,           0.0036061,                   0,             0.99699,                0.96,               0.975,             0.52508,            0.027338,           0.0037327,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.014389,           0.0037972,                   0,             0.99691,                0.96,             0.97461,             0.52905,            0.027542,           0.0037355,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.014516,           0.0037545,                   0,             0.99691,                0.96,             0.97583,             0.53818,            0.027651,            0.003726,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.015246,           0.0041015,                   0,             0.99689,                0.96,             0.97583,             0.53774,            0.027678,           0.0037146,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.014949,            0.003759,                   0,             0.99686,                0.96,             0.97722,             0.53267,            0.027587,           0.0037017,                   0,            0.000199,            0.000199,            0.000199
